icd_code,icd_title
29590,SCHIZOPHRENIA NOS-UNSPEC
4510,SUPERFIC PHLEBITIS-LEG
4556,HEMORRHOIDS NOS
9181,SUPERFICIAL INJ CORNEA
E8850,FALL FROM SCOOTER
6071,BALANOPOSTHITIS
V715,OBSERV FOLLOWING RAPE
83305,DISLOC METACARPAL-CLOSED
99673,"DUE TO RENAL DIALYSIS DEVICE,IMPLANT,GRAFT"
86503,SPLEEN PARENCHYMA LACER
1550,"MAL NEO LIVER, PRIMARY"
5712,ALCOHOL CIRRHOSIS LIVER
V1007,HX OF LIVER MALIGNANCY
4568,VARICES OF OTHER SITES
7873,FLATUL/ERUCTAT/GAS PAIN
07054,CHRONIC HEP C W/OUT COMA
1890,MALIG NEOPL KIDNEY
9150,ABRASION FINGER
78492,JAW PAIN
E8540,ACC POISON-ANTIDEPRESSNT
E8550,ACC POISN-ANTICONVULSANT
5559,REGIONAL ENTERITIS NOS
81602,"FX DIST PHALANX, HAND-CL"
E9201,ACC-POWER HAND TOOL NEC
8832,OPEN WND FINGER W TENDON
41189,OTHER ISCHEMIC HEART DISEASE
8246,FX TRIMALLEOLAR-CLOSED
3682,DIPLOPIA
99639,MALFUNC GU DEV/GRAFT NEC
9595,FINGER INJURY NOS
E9198,MACHINERY ACCIDENT NEC
34590,"EPILEPSY, NOS WITHOUT INTRACTABLE EPILEPSY"
2273,BENIGN NEO PITUITARY
79099,OTHER NONSPECIFIC FX ON EXAM
78902,ABDOMINAL PAIN LUQ
8028,FX FACIAL BONE NEC-CLOSE
8220,FRACTURE PATELLA-CLOSED
99659,MALFUNC OTH DEVICE/GRAFT
E8288,RIDDEN ANIM ACC-PERS NEC
1551,MAL NEO INTRAHEPAT DUCTS
99889,OTHER SPEC COMPL S/P SURGERY
9156,FOREIGN BODY FINGER
7336,COSTOCHONDRITIS/TIETZE'S DISEASE
4465,GIANT CELL ARTERITIS
E8171,MV ACC BOARD/ALIGHT-PSGR
99883,NONHEALING SURGICAL WOUND
99559,"CHILD MALTREATMENT SYND, NEC"
29411,DEMENTIA IN CONDITIONS CLASSIFIED ELSEWHERE WITH BEHAVIORAL DISTURBANCE
42090,ACUTE PERICARDITIS NOS
8408,SPRAIN SHOULDER/ARM NEC
3489,BRAIN CONDITION NOS
25041,DIAB RENAL MANIF IDDM
5695,INTESTINAL ABSCESS
E9500,SUICIDE-ANALGESICS
78607,WHEEZING
9392,FOREIGN BDY VULVA/VAGINA
3109,NONPSYCHOT BRAIN SYN NOS
30480,COMB DRUG DEP NEC-UNSPEC
30751,BULIMIA
5568,OTHER ULCERATIVE COLITIS
87320,OPEN WOUND OF NOSE NOS
4321,SUBDURAL HEMORRHAGE
8821,OPN WOUND HAND-COMPLICAT
E9063,ANIMAL BITE NEC
80505,FX C5 VERTEBRA-CLOSED
1830,MALIGN NEOPL OVARY
6959,ERYTHEMATOUS COND NOS
E9478,ADV EFF MEDICINAL NEC
87341,OPEN WOUND OF CHEEK
9779,POISON-MEDICINAL AGT NOS
33372,ACUTE DYSTONIA DUE TO DRUGS 
E8589,ACC POISONING-DRUG NOS
8072,FRACTURE OF STERNUM-CLOS
V4987,PHYSICAL RESTRAINTS STATUS
2384,POLYCYTHEMIA VERA
81601,"FX MID/PRX PHAL, HAND-CL"
2700,AMINO-ACID TRANSPORT DIS
7197,DIFFICULTY WALKING
7220,CERVICAL DISC DISPLACMNT
82120,FX LOW END FEMUR NOS-CL
7852,CARDIAC MURMURS NEC
V016,VENEREAL DIS CONTACT
9190,ABRASION NEC
8080,FRACTURE ACETABULUM-CLOS
7827,SPONTANEOUS ECCHYMOSES
586,"RENAL FAILURE, UNSPECIFIED"
87201,OPEN WOUND OF AURICLE
E0083,ACTIVITIES INVOLVING FRISBEE
938,"FOREIGN BODY IN DIGESTIVE SYSTEM, UNSPECIFIED"
3009,NEUROTIC DISORDER NOS
88102,OPEN WOUND OF WRIST
30981,PROLONG POSTTRAUM STRESS
E887,"FRACTURE, CAUSE NOS"
51289,OTHER PNEUMOTHORAX
8409,SPRAIN SHOULDER/ARM NOS
3383,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC)
88122,OPN WOUND WRIST W TENDON
71102,PYOGEN ARTHRITIS-UP/ARM
4940,BRONCHIECTASIS WITHOUT ACUTE EXACERBATION
4359,TRANS CEREB ISCHEMIA NOS
71949,JOINT PAIN-MULT JTS
87330,OPEN WND NOSE NOS-COMPL
81611,"FX MID/PRX PHAL, HAND-OP"
8831,OPEN WOUND FINGER-COMPL
38482,ATROPHIC NONFLACCID TYMP
5199,RESP SYSTEM DISEASE NOS
4730,CHR MAXILLARY SINUSITIS
5362,PERSISTENT VOMITING
1509,MAL NEO ESOPHAGUS NOS
V1003,HX-ESOPHAGEAL MALIGNANCY
5303,ESOPHAGEAL STRICTURE
88101,OPEN WOUND OF ELBOW
82321,FX SHAFT FIBULA-CLOSED
8240,FX MEDIAL MALLEOLUS-CLOS
45989,CIRCULATORY DISEASE NEC
3619,RETINAL DETACHMENT NOS
72210,LUMBAR DISC DISPLACEMENT
56981,INTESTINAL FISTULA
E9687,HUMAN BITE
5300,ACHALASIA & CARDIOSPASM
61171,MASTODYNIA
7930,NONSPECIFIC (ABNORMAL) FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATION OF SKULL AND HEAD
E8538,ACC POISN-TRANQUILZR NEC
63491,SPON ABORT UNCOMPL-INC
7586,GONADAL DYSGENESIS
86803,PERITONEUM INJURY-CLOSED
4259,SECOND CARDIOMYOPATH NOS
45385,ACUTE VENOUS EMBOLISM AND THROMBOSIS OF SUBCLAVIAN VEINS
45384,ACUTE VENOUS EMBOLISM AND THROMBOSIS OF AXILLARY VEINS
29689,MANIC-DEPRESSIVE NEC
30550,OPIOID ABUSE-UNSPEC
96500,POISONING-OPIUM NOS
185,CA PROSTATE
3804,IMPACTED CERUMEN
99812,HEMATOMA COMPLIC PROCEDURE
E8781,ABN REACT-ARTIF IMPLANT
99939,"INFECTION FOLLOWING OTHER INFUSION, INJECTION, TRANSFUSION, OR VACCINATION"
E8162,LOSS CONTROL MV-MOCYCL
V045,VACCIN FOR RABIES
E0190,ACTIVITIES INVOLVING WALKING AN ANIMAL
9957,"OTHER ADVERSE FOOD REACTIONS, NOT ELSEWHERE CLASSIFIED"
4571,OTHER LYMPHEDEMA
9164,INSECT BITE HIP & LEG
8509,CONCUSSION NOS
075,INFECTIOUS MONONUCLEOSIS
E9530,SUICIDE-HANGING
29633,RECUR MAJ DEPRESSION-SEVERE
4770,RHINITIS DUE TO POLLEN
07799,DIS OF CONJUNCTIVA-VIRUS
9351,FOREIGN BODY ESOPHAGUS
8026,FX ORBITAL FLOOR-CLOSED
80101,CL SKUL BASE FX W/O COMA
8024,FX MALAR/MAXILLARY-CLOSE
7880,RENAL COLIC
2127,BENIGN NEOPLASM HEART
514,PULMONARY CONGESTION & HYPOSTASIS
72633,OLECRANON BURSITIS
51919,OTHER DISEASES OF TRACHEA AND BRONCHUS
25002,NIDDM UNCONTROLLED
E9205,HYPODERMIC NEEDLE
8250,FRACTURE CALCANEUS-CLOSE
52100,UNSPECIFIED DENTAL CARIES
E8270,ANIMAL DRAWN VEH-PEDEST
33819,OTHER ACUTE PAIN 
82022,SUBTROCHANTERIC FX-CLOSE
87344,OPEN WOUND OF JAW
V0481,"PROPHYLACTIC VACCINE AND INNOC., INFLUENZA"
4550,INT HEMORRHOID W/O COMPL
7089,URTICARIA NOS
81500,FX METACARPAL NOS-CLOSED
71109,PYOGEN ARTHRITIS-MULT
5739,LIVER DISORDER NOS
8700,LAC EYELID SKN/PERIOCULR
87349,OPEN WOUND OF FACE NEC
9301,FB IN CONJUNCTIVAL SAC
1121,CANDIDAL VULVOVAGINITIS
30750,EATING DISORDER NOS
E969,LATE EFFECT ASSAULT
38610,PERIPHERAL VERTIGO NOS
4149,CHR ISCHEMIC HRT DIS NOS
2189,UTERINE LEIOMYOMA NOS
92421,CONTUSION OF ANKLE
8710,OCULAR LAC W/O PROLAPSE
68111,ONYCHIA OF TOE
V1052,HX OF KIDNEY MALIGNANCY
27542,HYPERCALCEMIA
8602,TRAUM HEMOTHORAX-CLOSED
81354,FX LOW RADIUS W ULNA-OPN
E8842,FALL FROM CHAIR OR BED
2863,CONG DEF CLOT FACTOR NEC
57490,"CHOLELITH/CHOLEDOCHOLITH, NO CHOLECYS, NO OBS"
73300,OSTEOPOROSIS NOS
84200,SPRAIN OF WRIST NOS
55200,UNIL FEMORAL HERN W OBST
71902,JOINT EFFUSION-UP/ARM
4329,INTRACRANIAL HEMORR NOS
78451,DYSARTHRIA
34290,UNSPEC HEMIPLEGIA UNSPEC SIDE
4377,TRANSIENT GLOBAL AMNESIA
78841,URINARY FREQUENCY
5793,INTEST POSTOP NONABSORB
E0291,SPECTATOR AT AN EVENT
30183,BORDERLINE PERSONALITY
9618,POIS-ANTIMYCOBAC DRG NEC
E857,ACC POIS-OTH ANTI-INFECT
42612,ATRIOVEN BLOCK-MOBITZ II
E9308,ADV EFF ANTIBIOTICS NEC
73020,OSTEOMYELITIS NOS-UNSPEC
73021,OSTEOMYELITIS NOS-SHLDER
7866,CHEST SWELLING/MASS/LUMP
042,HIV DISEASE
1769,KAPOSI'S SARCOMA-UNSPEC SITE
71595,OSTEOARTHROS NOS-PELVIS
7808,HYPERHIDROSIS
80111,CL SKUL BASE FX W/O COMA
56960,COLOSTOMY COMP NOS
37230,CONJUNCTIVITIS NOS
85011,CONCUSSION W/ LOSS OF CONSC. 30 MIN. OR LESS
4289,HEART FAILURE NOS
20050,"PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
80507,FX C7 VERTEBRA-CLOSED
78905,ABDOMINAL PAIN PERIUMBILIC
E0063,ACTIVITIES INVOLVING BOWLING
63512,LEGAL ABOR W HEMORR-COMP
6989,PRURITIC DISORDER NOS
9172,BLISTER FOOT & TOE
V4588,STATUS POST ADMINISTRATION OF TPA (RTPA) IN A DIFFERENT FACILITY WITHIN THE LAST 24 HOURS PRIOR TO ADMISSION TO CURRENT FACILITY
E9383,ADV EFF INTRAVEN ANESTH
82020,TROCHANTERIC FX NOS-CLOS
72885,SPASM OF MUSCLE
81109,FX SCAPULA NEC-CLOSED
5935,HYDROURETER
28749,OTHER SECONDARY THROMBOCYTOPENIA
23875,"MYELODYSPLASTIC SYNDROME, UNSPECIFIED"
541,"APPENDICITIS, UNQUALIFIED"
92310,CONTUSION OF FOREARM
7885,OLIGURIA & ANURIA
60490,ORCHITIS/EPIDIDYMIT NOS
5781,MELENA
56731,PSOAS MUSCLE ABSCESS
7904,ELEV TRANSAMINASE/LDH
6073,PRIAPISM
99631,MALFUNC URETHRAL CATH
75982,MARFAN SYNDROME
E8298,OTH RD VEH ACC-PERS NEC
99667,"DUE TO OTHER INTERNAL ORTHOPEDIC DEVICE,IMPLANT,GRAFT"
E0160,"ACTIVITIES INVOLVING DIGGING, SHOVELING AND RAKING"
72991,POST-TRAUMATIC SEROMA
E8844,FALL FROM BED
6010,ACUTE PROSTATITIS
1970,SECONDARY MALIG NEO LUNG
78630,"HEMOPTYSIS, UNSPECIFIED"
80220,MANDIBLE FX NOS-CLOSED
20930,"MALIGNANT POORLY DIFFERENTIATED NEUROENDOCRINE CARCINOMA, ANY SITE"
20970,"SECONDARY NEUROENDOCRINE TUMOR, UNSPECIFIED SITE"
4786,EDEMA OF LARYNX
72611,CALCIF TENDINITIS SHLDER
71907,JOINT EFFUSION-ANKLE
9224,CONTUSION GENITAL ORGANS
8488,SPRAIN NEC
72610,ROTATOR CUFF SYND NOS
9584,TRAUMATIC SHOCK
80120,CL SKL BASE FX/MENIN HEM
9213,CONTUSION OF EYEBALL
37630,EXOPHTHALMOS NOS
319,UNSPECIFIED INTELLECTUAL DISABILITIES
00845,CLOSTRIDIUM DIFFICILE
6084,MALE GEN INFLAM DIS NEC
7944,ABN KIDNEY FUNCT STUDY
72271,CERV DISC DIS W MYELOPAT
4549,ASYMPTOMATIC VARICOSE VEINS
2330,CA IN SITU BREAST
25013,IDDM UNCONTROLLED W/KETOACID
56789,OTHER SPECIFIED PERITONITIS
V4511,RENAL DIALYSIS STATUS
4372,HYPERTENS ENCEPHALOPATHY
99529,"UNSPECIFIED ADVERSE EFFECT OF OTHER DRUG, MEDICINAL AND BIOLOGICAL SUBSTANCE"
7078,CHRONIC SKIN ULCER NEC
73007,AC OSTEOMYELITIS-FOOT
25061,DIAB NEURO MANIF IDDM
5679,PERITONITIS NOS
9623,POISON-INSULIN/ANTIDIAB
E8580,ACC POISON-HORMONES
E8852,FALL FROM SKATEBOARD
E0060,ACTIVITIES INVOLVING ROLLER SKATING (INLINE) AND SKATEBOARDING
25060,DIAB NEURO MANIF ADULT
3572,NEUROPATHY IN DIABETES
7099,SKIN DISORDER NOS
56969,OTHER COLOSTOMY COMP
1501,MAL NEO THORACIC ESOPHAG
43320,OCCLUS VERTEBRAL ART NO INFARCT
64083,HEM EARLY PG NEC-ANTEPAR
87269,OPEN WOUND OF EAR NEC
84219,SPRAIN OF HAND NEC
V1047,HX-TESTICULAR MALIGNANCY
71697,ARTHROPATHY NOS-ANKLE
7140,RHEUMATOID ARTHRITIS
71694,ARTHROPATHY NOS-HAND
9951,ANGIONEUROTIC EDEMA
8604,TRAUM PNEUMOHEMOTHOR-CL
5768,DIS OF BILIARY TRACT NEC
34500,GEN NONCONVULSIVE EPILEPSY WITHOUT INTRACTABLE EPILEPSY
E9175,IN SPORTS WITH FALL
9975,SURG COMPL-URINARY TRACT
570,ACUTE & SUBACUTE NECROSIS OF LIVER
9219,CONTUSION OF EYE NOS
30561,COCAINE ABUSE-CONTINUOUS
6110,INFLAM DISEASE OF BREAST
88111,OPEN WOUND ELBOW-COMPLIC
82301,FX UPPER END FIBULA-CLOS
490,BRONCHITIS
2550,CUSHING'S SYNDROME
8244,FX BIMALLEOLAR-CLOSED
6149,FEM PELV INFLAM DIS NOS
46430,AC EPIGLOTTITIS NO OBSTR
6164,ABSCESS OF VULVA NEC
4430,RAYNAUD'S SYNDROME
80708,FX EIGHT/MORE RIB-CLOSED
86602,KIDNEY LACERATION-CLOSED
86501,SPLEEN HEMATOMA-CLOSED
7135,ARTHROPATHY W NERVE DIS
2760,HYPEROSMOLALITY
9239,CONTUSION UPPER LIMB NOS
81002,FX CLAVICLE SHAFT-CLOSED
3829,OTITIS MEDIA NOS
83809,DISLOCAT FOOT NEC-CLOSED
2910,DELIRIUM TREMENS
2639,PROTEIN-CAL MALNUTR NOS
57410,CHOLELITH W CHOLECYS NEC
684,IMPETIGO
30460,DRUG DEPEND NEC-UNSPEC
30401,OPIOID DEPENDENCE-CONTIN
9161,ABRASION HIP/LEG-INFECT
92232,BUTTOCK CONTUSION
5225,PERIAPICAL ABSCESS
83101,ANT DISLOC HUMERUS-CLOSE
81200,FX UP END HUMERUS NOS-CL
82521,FX ASTRAGALUS-CLOSED
85180,BRAIN LACERATION NEC
63381,OTHER ECTOPIC PREGNANCY WITH INTRAUTERINE PREGNANCY
67524,MASTITIS-POSTPARTUM
430,SUBARACHNOID HEMORRHAGE
7062,SEBACEOUS CYST
5224,AC APICAL PERIODONTITIS
94121,2ND DEG BURN EAR
E9248,HOT SUBSTANCE ACCID NEC
E0084,ACTIVITIES INVOLVING MARTIAL ARTS
5716,BILIARY CIRRHOSIS
85226,SUBDURAL HEMORR-COMA NOS
2861,CONG FACTOR IX DISORDER
78930,ABDOM/PELV SWELL/MASS UNSP SITE
49391,ASTHMA W STATUS ASTHMAT
99749,OTHER DIGESTIVE SYSTEM COMPLICATIONS
72400,SPINAL STENOSIS NOS
69276,SUNBURN OF SECOND DEGREE
E9262,VISIBLE AND ULTRVIOET LIGHT SOURCES
81504,FX METACARPAL NECK-CLOSE
64093,HEM EARLY PREG-ANTEPART
0090,INFECTIOUS ENTERITIS NOS
3501,TRIGEMINAL NEURALGIA
7937,NONSPECIFIC (ABNORMAL) FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATION OF MUSCULOSKELETAL SYSTEM
29623,MAJOR DEPRESSION-SEVERE
78729,OTHER DYSPHAGIA
5641,IRRITABLE COLON
44321,DISSECTION OF CAROTID ARTERY
2252,BEN NEO CEREBR MENINGES
73027,OSTEOMYELITIS NOS-FOOT
9107,FOREIGN BODY HEAD-INFECT
37182,CORNEAL DIS D/T CONTACT LENS
73342,ASEPTIC NECROSIS FEMUR
30470,OPIOID/OTHER DEP-UNSPEC
37515,TEAR FILM INSUFFIC NOS
30410,BARBITURAT DEPEND-UNSPEC
30541,BARBITURATE ABUSE-CONTIN
2441,POSTABLAT HYPOTHYR NEC
7284,LAXITY OF LIGAMENT
37311,HORDEOLUM EXTERNUM
37300,BLEPHARITIS NOS
E9290,LATE EFF MOTOR VEHIC ACC
0419,BACTERIAL INFECTION NOS
80001,CL SKULL VLT FX W/O COMA
E9220,HANDGUN ACCIDENT
7921,ABN FIND-STOOL CONTENTS
81303,MONTEGGIA'S FX-CLOSED
27801,MORBID OBESITY
34839,OTHER ENCEPHALOPATHY
5762,OBSTRUCTION OF BILE DUCT
8419,SPRAIN ELBOW/FOREARM NOS
81221,FX HUMERUS SHAFT-CLOSED
9553,INJURY RADIAL NERVE
88110,OPEN WOUND FOREARM-COMPL
0579,VIRAL EXANTHEMATA NOS
82101,FX FEMUR SHAFT-CLOSED
72704,RADIAL STYLOID TENOSYNOV
5711,AC ALCOHOLIC HEPATITIS
42613,AV BLOCK-2ND DEGREE NEC
V4589,POSTSURGICAL STATES NEC
73028,OSTEOMYELIT NOS-OTH SITE
99668,INFECT AND INFLAMM D/T PD CATH
6205,TORSION OF OVARY OR TUBE
55011,RECUR UNIL ING HERN-OBST
3669,CATARACT NOS
72671,ACHILLES TENDINITIS
72705,TENOSYNOV HAND/WRIST NEC
6926,DERMATITIS DUE TO PLANT
7843,APHASIA
37430,PTOSIS OF EYELID NOS
78093,MEMORY LOSS
8792,OPN WND ANTERIOR ABDOMEN
82332,FX SHAFT TIBIA W FIB-OPN
4572,LYMPHANGITIS
E8504,ACC POISON-AROM ANALGESC
72982,CRAMP IN LIMB
72709,SYNOVITIS NEC
E8785,ABN REACT-LIMB AMPUTAT
25071,DIAB CIRCULAT DIS IDDM
86509,SPLEEN INJURY NEC-CLOSED
29040,ARTERIOSCLER DEMENT NOS
4370,CEREBRAL ATHEROSCLEROSIS
85206,SUBARACH HEM-COMA NOS
80707,FRACTURE SEVEN RIBS-CLOS
80841,FRACTURE OF ILIUM-CLOSED
80504,FX C4 VERTEBRA-CLOSED
6988,PRURITIC CONDITIONS NEC
45386,ACUTE VENOUS EMBOLISM AND THROMBOSIS OF INTERNAL JUGULAR VEINS
412,OLD MYOCARDIAL INFARCTION
9210,BLACK EYE NOS
9114,INSECT BITE TRUNK
94502,BURN NOS FOOT
E9241,ACCID-CAUSTIC SUBSTANCE
38830,TINNITUS NOS
6235,NONINFECT VAG LEUKORRHEA
73390,BONE & CARTILAGE DIS NOS
931,FOREIGN BODY IN EAR
5285,DISEASES OF LIPS
7936,"NONSPECIFIC (ABNORMAL) FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATION OF ABDOMINAL AREA, INCLUDING RETROPERITONEUM"
9170,ABRASION FOOT & TOE
75981,PRADER-WILLI SYNDROME
72293,DISC DIS NEC/NOS-LUMBAR
V7269,OTHER LABORATORY EXAMINATION
64803,DIABETES-ANTEPARTUM
80705,FRACTURE FIVE RIBS-CLOSE
30530,HALLUCINOG ABUSE-UNSPEC
V632,WAIT ADM TO OTH FACILITY
V5489,OTHER ORTHOPEDIC AFTERCARE
87200,OPN WOUND EXTERN EAR NOS
5651,ANAL FISTULA
V6881,REFERRAL-NO EXAM/TREAT
V1005,HX OF COLONIC MALIGNANCY
9726,POIS-ANTIHYPERTEN AGENT
9738,POISONING-GI AGENTS NEC
53010,ESOPHAGITIS UNSPECIFIED
V1006,HX-RECTAL & ANAL MALIGN
85300,TRAUMATIC BRAIN HEM NEC
V714,OBSERV-ACCIDENT NEC
34550,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH SIMPLE PARTIAL SEIZURES, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
E8583,ACC POISN-CARDIOVASC AGT
83102,POST DISLOC HUMERUS-CLOS
6209,NONINFL DIS OVA/ADNX NOS
V4281,BONE MARROW TRANSPLANT STATUS
9596,HIP & THIGH INJURY NOS
1820,MALIG NEO CORPUS UTERI
4412,THORACIC AORTIC ANEURYSM
3530,BRACHIAL PLEXUS LESIONS
6163,BARTHOLIN'S GLND ABSCESS
25541,GLUCOCORTICOID DEFICIENCY
78061,FEVER PRESENTING WITH CONDITIONS CLASSIFIED ELSEWHERE
0740,HERPANGINA
V9081,RETAINED GLASS FRAGMENTS
5718,CHRONIC LIVER DIS NEC
3384,CHRONIC PAIN SYNDROME 
71106,PYOGEN ARTHRITIS-LOWER LEG
3888,DISORDERS OF EAR NEC
4558,HEMRRHOID NOS W COMP NEC
4555,EXT HEMRRHOID W COMP NEC
9696,POISONING-HALLUCINOGENS
29289,DRUG MENTAL DISORDER NEC
E8541,ACC POISON-HALLUCINOGENS
9194,INSECT BITE NEC
1105,DERMATOPHYTOSIS OF BODY
4785,VOCAL CORD DISEASE NEC
501,ASBESTOSIS
7861,STRIDOR
V4502,AICD STATUS
52109,OTHER DENTAL CARIES
86113,HEART CHAMBER LACER-OPN
0479,VIRAL MENINGITIS NOS
7835,POLYDIPSIA
20210,MYCOSIS FUNGOIDES UNSPEC
81102,"FX SCAPUL, CORAC PROC-CL"
81241,SUPRCONDYL FX HUMERUS-CL
1889,MALIG NEO BLADDER NOS
8744,OPEN WOUND OF PHARYNX
95912,OTHER INJURY OF ABDOMEN
5368,STOMACH FUNCTION DIS NEC
64204,ESSEN HYPERTEN-POSTPART
72679,ANKLE ENTHESOPATHY NEC
25083,IDDM W/OTHER MANIF UNCONTR
V1581,NONCOMPLIANCE MEDICAL TX
3490,LUMBAR PUNCTURE REACTION
E9209,ACC-CUTTING INSTRUM NOS
4263,LEFT BB BLOCK NEC
V6285,HOMICIDAL IDEATION
78830,URINARY INCONTINENCE
9701,POISON-OPIATE ANTAGONIST
E8543,ACC POISON-CNS STIMULANT
8485,SPRAIN OF PELVIS
325,PHLEBITIS & THROMBOPHLEBITIS OF INTRACRANIAL SINUS
96501,POISONING-HEROIN
E8500,ACC POISON-HEROIN
86400,LIVER INJURY NOS-CLOSED
9839,TOXIC EFFECT CAUSTIC NOS
E8614,ACC POISON-DISINFECTANTS
42781,SINOATRIAL NODE DYSFUNCT
E9673,CHILD/ADULT AB-SPOUSE/PARTNER
8911,OPEN WND KNEE/LEG-COMPL
05472,H SIMPLEX MENINGITIS
99644,PERI-PROSTHETIC FRACTURE AROUND PROSTHETIC JOINT
V066,VACC FOR STREP PNEUM/INFLUENZA
5296,GLOSSODYNIA
9212,CONTUSION ORBITAL TISSUE
78099,OTHER GENERAL SYMPTOMS
V1588,HISTORY OF FALL
83309,DISLOC WRIST NEC-CLOSED
44422,LOWER EXTREMITY EMBOLISM
80006,CL SKULL VLT FX-COMA NOS
80106,CL SKUL BASE FX-COMA NOS
82121,FX FEMORAL CONDYLE-CLOSE
99672,"DUE TO OTHER CARDIAC DEVICE,IMPLANT,GRAFT"
27669,OTHER FLUID OVERLOAD
9594,HAND INJURY NOS
5733,HEPATITIS NOS
92321,CONTUSION OF WRIST
1759,MAL NEO MALE BREAST NEC
71535,LOC OSTEOARTH NOS-PELVIS
6318,OTHER ABNORMAL PRODUCTS OF CONCEPTION
E9394,ADV EFF BENZODIAZ TRANQ
38420,PERFORAT TYMPAN MEMB NOS
71901,JOINT EFFUSION-SHLDER
8404,STRAIN ROTATOR CUFF
71101,PYOGEN ARTHRITIS-SHLDER
4240,MITRAL VALVE DISORDER
83202,POST DISLOC ELBOW-CLOSED
9556,INJURY DIGITAL NERVE
9999,COMPLIC MED CARE NEC/NOS
07071,UNSPECIFIED VIRAL HEPATITIS C WITH HEPATIC COMA
34460,CAUDA EQUINA SYND NOS
4422,ILIAC ARTERY ANEURYSM
56989,INTESTINAL DISORDERS NEC
5370,ACQ PYLORIC STENOSIS
7868,HICCOUGH
4413,RUPT ABD AORTIC ANEURYSM
41041,"AMI INFERIOR WALL, INITIAL EPISODE OF CARE"
6258,FEM GENITAL SYMPTOMS NEC
5602,VOLVULUS OF INTESTINE
7920,ABN FND-CEREBROSPINAL FL
8798,OPEN WOUND SITE NOS
5854,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)"
30521,CANNABIS ABUSE-CONTIN
6961,OTHER PSORIASIS
6239,NONINFLAM DIS VAGINA NOS
1520,MALIGNANT NEOPL DUODENUM
92303,CONTUSION OF UPPER ARM
95891,TRAUMATIC COMPARTMENT SYNDROME OF UPPER EXTREMITY
05329,HERPES ZOSTER OF EYE NEC
28262,HB-SS DISEASE W/CRISIS
1706,MAL NEO PELVIC GIRDLE
1972,SECOND MALIG NEO PLEURA
51189,"OTHER SPECIFIED FORMS OF EFFUSION, EXCEPT TUBERCULOUS"
3439,CEREBRAL PALSY NOS
E9194,WOODWORKING MACHINE ACC
E8152,MV COLL W OTH OBJ-MOCYCL
5932,"CYST OF KIDNEY, ACQUIRED"
81503,FX METACARPAL SHAFT-CLOS
71931,PALINDROM RHEUM-SHLDER
37943,MYDRIASIS NOT D/T MYDRTC
9778,POISON-MEDICINAL AGT NEC
29284,DRUG DEPRESSIVE SYNDROME
5961,INTESTINOVESICAL FISTULA
9116,FOREIGN BODY TRUNK
3485,CEREBRAL EDEMA
81401,"FX NAVICULAR, WRIST-CLOS"
5181,INTERSTITIAL EMPHYSEMA
28981,PRIMARY HYPERCOAGULABLE STATE
6201,CORPUS LUTEUM CYST
3061,PSYCHOGENIC RESPIR DIS
6252,MITTELSCHMERZ
2753,DIS PHOSPHORUS METABOL
9175,INSECT BITE FOOT/TOE-INF
4239,PERICARDIAL DISEASE NOS
79430,ABN CARDIOVASC STUDY NOS
1104,DERMATOPHYTOSIS OF FOOT
81318,FX UP RADIUS W ULNA-OPEN
88000,OPEN WOUND OF SHOULDER
E9654,ASSAULT-FIREARM NEC
E9452,ADV EFF SKELET MUSC RELX
2140,LIPOMA SKIN FACE
33812,ACUTE POST-THORACOTOMY PAIN 
E8110,REENTRANT MV COLL-DRIVER
82129,FX LOW END FEMUR NEC-CL
7244,LUMBOSACRAL NEURITIS NOS
9587,TRAUM SUBCUTAN EMPHYSEMA
V114,PERSONAL HISTORY OF COMBAT AND OPERATIONAL STRESS REACTION
2752,DIS MAGNESIUM METABOLISM
36900,BOTH EYES BLIND-WHO DEF
85305,BRAIN HEM NEC-DEEP COMA
E9202,ACC-POWER HOUSE APPLIANC
1625,MAL NEO LOWER LOBE LUNG
4293,CARDIOMEGALY
3543,RADIAL NERVE LESION
7905,ABN SERUM ENZY LEVEL NEC
1548,MAL NEO RECTUM/ANUS NEC
9051,LATE EFF SPINE/TRUNK FX
27400,"GOUTY ARTHROPATHY, UNSPECIFIED"
33182,DEMENTIA WITH LEWEY BODIES
07812,PLANTAR WART
4512,THROMBOPHLEBITIS LEG NOS
27951,ACUTE GRAFT-VERSUS-HOST DISEASE
9713,POISONING-SYMPATHOLYTICS
E8556,ACC POISN-SYMPATHOLYTICS
5562,ULCERATIVE PROCTITIS
5363,GASTROPARESIS
4610,AC MAXILLARY SINUSITIS
35800,MYASTHENIA GRAVIS W/O ACUTE EXACERB.
52330,"AGGRESSIVE PERIODONTITIS, UNSPECIFIED"
51882,OTHER PULMONARY INSUFF
V421,HEART TRANSPLANT STATUS
70713,ULCER OF ANKLE
